Edge,equipment-use,classrooms-use,difficult-use,computers-use,classes-use,faculty-use,students-computer,home-computer,lab-computer,open-computer,computers-computer,classes-computer,home-students,lab-students,semester-students,open-students,assistance-students,classrooms-equipment,difficult-equipment,needs-equipment,slow-equipment,teaching-equipment,needs-need,desk-problem,campus-problem,computers-time,classes-time,slow-available,classes-available,faculty-available,training-available,services-available,teaching-available,semester-classrooms,needs-classrooms,computers-classrooms,faculty-classrooms,training-classrooms,teaching-classrooms,people-desk,assistance-desk,lab-home,classes-home,information-home,open-lab,needs-lab,class-semester,assistance-semester,service-staff,services-staff,classes-open,campus-open,slow-people,helpful-people,training-people,assistance-people,training-difficult,teaching-difficult,information-difficult,teaching-needs,information-University,faculty-computers,service-slow,training-slow,helpful-classes,assistance-helpful,training-faculty,services-faculty,assistance-faculty,services-training,teaching-training,assistance-campus,information-campus
assistance-semester,0.0,0.01743461165051976,0.0,0.011185666645138414,0.00537569845563834,0.18899512238305743,0.11858296381222579,0.00617849735269249,0.007601820370334544,0.014370848957388337,0.011185666645138414,0.00537569845563834,0.00617849735269249,0.007601820370334544,0.13056792191366398,0.014370848957388337,1.0,0.01743461165051976,0.0,0.0,0.009274169210448567,0.0,0.0,0.2522815844197302,0.16977674648226035,0.011185666645138414,0.00537569845563834,0.009274169210448567,0.00537569845563834,0.18899512238305743,0.018071476837995357,0.011020731144454848,0.0,0.13056792191366398,0.0,0.011185666645138414,0.18899512238305743,0.018071476837995357,0.0,0.16509403711259935,1.0,0.007601820370334544,0.00537569845563834,0.009212365174276572,0.014370848957388337,0.0,0.00774792287686649,1.0,0.0,0.011020731144454848,0.00537569845563834,0.16977674648226035,0.009274169210448567,0.1454696980451225,0.018071476837995357,1.0,0.018071476837995357,0.0,0.009212365174276572,0.0,0.009212365174276572,0.18899512238305743,0.0,0.018071476837995357,0.1454696980451225,1.0,0.018071476837995357,0.011020731144454848,1.0,0.011020731144454848,0.0,1.0,0.009212365174276572
service-staff,0.0191859284556471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19204248064105361,0.0,0.0,0.0,0.0,0.0,0.0,0.19204248064105361,0.0,0.0,0.007817342670608837,0.01225208319060681,0.0,0.0,0.0,0.0,0.0,0.007817342670608837,0.0,0.02021434663094222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01225208319060681,0.0,0.0,0.19204248064105361,0.0,0.007817342670608837,0.0,0.007817342670608837,0.0,0.0,0.0,0.0,0.0,1.0,0.007817342670608837,0.0,0.0,0.007817342670608837,0.01225208319060681,0.0,0.01225208319060681,0.0,0.0,0.0
services-staff,0.0,0.02705896308246545,0.017086559976917135,0.01201798013293738,0.015443417816255554,0.17871265888455767,0.0,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.02705896308246545,0.017086559976917135,0.0,0.04966752637779591,0.032324661503903326,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.04966752637779591,0.015443417816255554,0.17871265888455767,0.1790073418989598,1.0,0.032324661503903326,0.0,0.0,0.01201798013293738,0.17871265888455767,0.1790073418989598,0.032324661503903326,0.016507668327226444,0.011020731144454848,0.0,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.01225208319060681,1.0,0.015443417816255554,0.0,0.04966752637779591,0.0,0.1790073418989598,0.011020731144454848,0.1790073418989598,0.032324661503903326,0.0,0.032324661503903326,0.0,0.17871265888455767,0.01225208319060681,0.1790073418989598,0.0,0.011020731144454848,0.1790073418989598,1.0,0.011020731144454848,1.0,0.032324661503903326,0.011020731144454848,0.0
classes-open,0.008755864821772836,0.010168131917586743,0.00738307833201695,0.024317274986031413,1.0,0.01127658014663989,0.04264403122162318,0.13903178978029818,0.04985805121118249,0.33349048355271627,0.024317274986031413,1.0,0.13903178978029818,0.04985805121118249,0.0,0.33349048355271627,0.00537569845563834,0.010168131917586743,0.00738307833201695,0.0,0.009879295920046742,0.005344212840611508,0.0,0.0,0.013835372877074125,0.024317274986031413,1.0,0.009879295920046742,1.0,0.01127658014663989,0.005342233161153266,0.015443417816255554,0.005344212840611508,0.0,0.0,0.024317274986031413,0.01127658014663989,0.005342233161153266,0.005344212840611508,0.00972667527146256,0.00537569845563834,0.04985805121118249,1.0,0.005602727966387564,0.33349048355271627,0.0,0.0,0.00537569845563834,0.0,0.015443417816255554,1.0,0.013835372877074125,0.009879295920046742,0.1265631149838531,0.005342233161153266,0.00537569845563834,0.005342233161153266,0.005344212840611508,0.005602727966387564,0.005344212840611508,0.005602727966387564,0.01127658014663989,0.0,0.005342233161153266,0.1265631149838531,0.00537569845563834,0.005342233161153266,0.015443417816255554,0.00537569845563834,0.015443417816255554,0.005344212840611508,0.00537569845563834,0.005602727966387564
campus-open,0.0,0.0,0.012249160942708823,0.0,0.013835372877074125,0.01780213706382394,0.027715244225276183,0.011937714109384205,0.011640870892179755,0.12601861787304544,0.0,0.013835372877074125,0.011937714109384205,0.011640870892179755,0.016484168226881864,0.12601861787304544,0.16977674648226035,0.0,0.012249160942708823,0.0,0.0,0.0,0.0,0.04492674778420262,1.0,0.0,0.013835372877074125,0.0,0.013835372877074125,0.01780213706382394,0.0,0.0,0.0,0.016484168226881864,0.0,0.0,0.01780213706382394,0.0,0.0,0.01699340484410508,0.16977674648226035,0.011640870892179755,0.013835372877074125,0.16482114129306252,0.12601861787304544,0.0,0.0,0.16977674648226035,0.0,0.0,0.013835372877074125,1.0,0.0,0.01779289654914873,0.0,0.16977674648226035,0.0,0.0,0.16482114129306252,0.0,0.16482114129306252,0.01780213706382394,0.0,0.0,0.01779289654914873,0.16977674648226035,0.0,0.0,0.16977674648226035,0.0,0.0,0.16977674648226035,0.16482114129306252
slow-people,0.16551792064383145,0.032811507120287776,0.03536284819583094,0.0,0.009879295920046742,0.02634651197781524,0.0,0.0,0.0,0.0,0.0,0.009879295920046742,0.0,0.0,0.0,0.0,0.009274169210448567,0.032811507120287776,0.03536284819583094,0.011321442766423677,1.0,0.037594641661392675,0.011321442766423677,0.030072036352159732,0.0,0.0,0.009879295920046742,1.0,0.009879295920046742,0.02634651197781524,0.15352205083185133,0.04966752637779591,0.037594641661392675,0.0,0.011321442766423677,0.0,0.02634651197781524,0.15352205083185133,0.037594641661392675,0.24678502223877544,0.009274169210448567,0.0,0.009879295920046742,0.0,0.0,0.011321442766423677,0.0,0.009274169210448567,0.19204248064105361,0.04966752637779591,0.009879295920046742,0.0,1.0,0.02183048787770801,0.15352205083185133,0.009274169210448567,0.15352205083185133,0.037594641661392675,0.0,0.037594641661392675,0.0,0.02634651197781524,0.19204248064105361,0.15352205083185133,0.02183048787770801,0.009274169210448567,0.15352205083185133,0.04966752637779591,0.009274169210448567,0.04966752637779591,0.037594641661392675,0.009274169210448567,0.0
helpful-people,0.0,0.0,0.0,0.0,0.1265631149838531,0.016470014506937206,0.01605023862879051,0.012118661563124349,0.0,0.023218093759427152,0.0,0.1265631149838531,0.012118661563124349,0.0,0.017056212935893843,0.023218093759427152,0.1454696980451225,0.0,0.0,0.0,0.02183048787770801,0.0,0.0,0.06731318244662038,0.01779289654914873,0.0,0.1265631149838531,0.02183048787770801,0.1265631149838531,0.016470014506937206,0.00934891953870721,0.0,0.0,0.017056212935893843,0.0,0.0,0.016470014506937206,0.00934891953870721,0.0,0.25688229275302216,0.1454696980451225,0.0,0.1265631149838531,0.0,0.023218093759427152,0.0,0.0,0.1454696980451225,0.0,0.0,0.1265631149838531,0.01779289654914873,0.02183048787770801,1.0,0.00934891953870721,0.1454696980451225,0.00934891953870721,0.0,0.0,0.0,0.0,0.016470014506937206,0.0,0.00934891953870721,1.0,0.1454696980451225,0.00934891953870721,0.0,0.1454696980451225,0.0,0.0,0.1454696980451225,0.0
training-people,0.05131004452957177,0.1500832307155081,0.16008422403572078,0.02117546089826923,0.005342233161153266,0.2126175490054787,0.0,0.0,0.0,0.0,0.02117546089826923,0.005342233161153266,0.0,0.0,0.008563921764415179,0.0,0.018071476837995357,0.1500832307155081,0.16008422403572078,0.031763543491705834,0.15352205083185133,0.21066049819799074,0.031763543491705834,0.012098756096741551,0.0,0.02117546089826923,0.005342233161153266,0.15352205083185133,0.005342233161153266,0.2126175490054787,1.0,0.1790073418989598,0.21066049819799074,0.008563921764415179,0.031763543491705834,0.02117546089826923,0.2126175490054787,1.0,0.21066049819799074,0.13959613746204488,0.018071476837995357,0.0,0.005342233161153266,0.006992707182285594,0.0,0.031763543491705834,0.0,0.018071476837995357,0.007817342670608837,0.1790073418989598,0.005342233161153266,0.0,0.15352205083185133,0.00934891953870721,1.0,0.018071476837995357,1.0,0.21066049819799074,0.006992707182285594,0.21066049819799074,0.006992707182285594,0.2126175490054787,0.007817342670608837,1.0,0.00934891953870721,0.018071476837995357,1.0,0.1790073418989598,0.018071476837995357,0.1790073418989598,0.21066049819799074,0.018071476837995357,0.006992707182285594
assistance-people,0.0,0.01743461165051976,0.0,0.011185666645138414,0.00537569845563834,0.18899512238305743,0.11858296381222579,0.00617849735269249,0.007601820370334544,0.014370848957388337,0.011185666645138414,0.00537569845563834,0.00617849735269249,0.007601820370334544,0.13056792191366398,0.014370848957388337,1.0,0.01743461165051976,0.0,0.0,0.009274169210448567,0.0,0.0,0.2522815844197302,0.16977674648226035,0.011185666645138414,0.00537569845563834,0.009274169210448567,0.00537569845563834,0.18899512238305743,0.018071476837995357,0.011020731144454848,0.0,0.13056792191366398,0.0,0.011185666645138414,0.18899512238305743,0.018071476837995357,0.0,0.16509403711259935,1.0,0.007601820370334544,0.00537569845563834,0.009212365174276572,0.014370848957388337,0.0,0.00774792287686649,1.0,0.0,0.011020731144454848,0.00537569845563834,0.16977674648226035,0.009274169210448567,0.1454696980451225,0.018071476837995357,1.0,0.018071476837995357,0.0,0.009212365174276572,0.0,0.009212365174276572,0.18899512238305743,0.0,0.018071476837995357,0.1454696980451225,1.0,0.018071476837995357,0.011020731144454848,1.0,0.011020731144454848,0.0,1.0,0.009212365174276572
training-difficult,0.05131004452957177,0.1500832307155081,0.16008422403572078,0.02117546089826923,0.005342233161153266,0.2126175490054787,0.0,0.0,0.0,0.0,0.02117546089826923,0.005342233161153266,0.0,0.0,0.008563921764415179,0.0,0.018071476837995357,0.1500832307155081,0.16008422403572078,0.031763543491705834,0.15352205083185133,0.21066049819799074,0.031763543491705834,0.012098756096741551,0.0,0.02117546089826923,0.005342233161153266,0.15352205083185133,0.005342233161153266,0.2126175490054787,1.0,0.1790073418989598,0.21066049819799074,0.008563921764415179,0.031763543491705834,0.02117546089826923,0.2126175490054787,1.0,0.21066049819799074,0.13959613746204488,0.018071476837995357,0.0,0.005342233161153266,0.006992707182285594,0.0,0.031763543491705834,0.0,0.018071476837995357,0.007817342670608837,0.1790073418989598,0.005342233161153266,0.0,0.15352205083185133,0.00934891953870721,1.0,0.018071476837995357,1.0,0.21066049819799074,0.006992707182285594,0.21066049819799074,0.006992707182285594,0.2126175490054787,0.007817342670608837,1.0,0.00934891953870721,0.018071476837995357,1.0,0.1790073418989598,0.018071476837995357,0.1790073418989598,0.21066049819799074,0.018071476837995357,0.006992707182285594
teaching-difficult,0.2629007312272451,0.18740702631319658,0.18002795573477676,0.010326898372937252,0.005344212840611508,0.028685956467313325,0.0,0.0,0.020941154151281834,0.0,0.010326898372937252,0.005344212840611508,0.0,0.020941154151281834,0.009182708798483099,0.0,0.0,0.18740702631319658,0.18002795573477676,0.33973506965690675,0.037594641661392675,1.0,0.33973506965690675,0.0,0.0,0.010326898372937252,0.005344212840611508,0.037594641661392675,0.005344212840611508,0.028685956467313325,0.21066049819799074,0.032324661503903326,1.0,0.009182708798483099,0.33973506965690675,0.010326898372937252,0.028685956467313325,0.21066049819799074,1.0,0.015678149456508837,0.0,0.020941154151281834,0.005344212840611508,0.0070415458685176326,0.0,0.33973506965690675,0.0,0.0,0.0,0.032324661503903326,0.005344212840611508,0.0,0.037594641661392675,0.0,0.21066049819799074,0.0,0.21066049819799074,1.0,0.0070415458685176326,1.0,0.0070415458685176326,0.028685956467313325,0.0,0.21066049819799074,0.0,0.0,0.21066049819799074,0.032324661503903326,0.0,0.032324661503903326,1.0,0.0,0.0070415458685176326
information-difficult,0.016475551032879735,0.0,0.14487007241619315,0.0,0.005602727966387564,0.0,0.009132026764253499,0.13102278976889742,0.013242475842049115,0.008616640861141599,0.0,0.005602727966387564,0.13102278976889742,0.013242475842049115,0.0,0.008616640861141599,0.009212365174276572,0.0,0.14487007241619315,0.0,0.0,0.0070415458685176326,0.0,0.0,0.16482114129306252,0.0,0.005602727966387564,0.0,0.005602727966387564,0.0,0.006992707182285594,0.0,0.0070415458685176326,0.0,0.0,0.0,0.0,0.006992707182285594,0.0070415458685176326,0.0,0.009212365174276572,0.013242475842049115,0.005602727966387564,1.0,0.008616640861141599,0.0,0.0,0.009212365174276572,0.0,0.0,0.005602727966387564,0.16482114129306252,0.0,0.0,0.006992707182285594,0.009212365174276572,0.006992707182285594,0.0070415458685176326,1.0,0.0070415458685176326,1.0,0.0,0.0,0.006992707182285594,0.0,0.009212365174276572,0.006992707182285594,0.0,0.009212365174276572,0.0,0.0070415458685176326,0.009212365174276572,1.0
teaching-needs,0.2629007312272451,0.18740702631319658,0.18002795573477676,0.010326898372937252,0.005344212840611508,0.028685956467313325,0.0,0.0,0.020941154151281834,0.0,0.010326898372937252,0.005344212840611508,0.0,0.020941154151281834,0.009182708798483099,0.0,0.0,0.18740702631319658,0.18002795573477676,0.33973506965690675,0.037594641661392675,1.0,0.33973506965690675,0.0,0.0,0.010326898372937252,0.005344212840611508,0.037594641661392675,0.005344212840611508,0.028685956467313325,0.21066049819799074,0.032324661503903326,1.0,0.009182708798483099,0.33973506965690675,0.010326898372937252,0.028685956467313325,0.21066049819799074,1.0,0.015678149456508837,0.0,0.020941154151281834,0.005344212840611508,0.0070415458685176326,0.0,0.33973506965690675,0.0,0.0,0.0,0.032324661503903326,0.005344212840611508,0.0,0.037594641661392675,0.0,0.21066049819799074,0.0,0.21066049819799074,1.0,0.0070415458685176326,1.0,0.0070415458685176326,0.028685956467313325,0.0,0.21066049819799074,0.0,0.0,0.21066049819799074,0.032324661503903326,0.0,0.032324661503903326,1.0,0.0,0.0070415458685176326
information-University,0.016475551032879735,0.0,0.14487007241619315,0.0,0.005602727966387564,0.0,0.009132026764253499,0.13102278976889742,0.013242475842049115,0.008616640861141599,0.0,0.005602727966387564,0.13102278976889742,0.013242475842049115,0.0,0.008616640861141599,0.009212365174276572,0.0,0.14487007241619315,0.0,0.0,0.0070415458685176326,0.0,0.0,0.16482114129306252,0.0,0.005602727966387564,0.0,0.005602727966387564,0.0,0.006992707182285594,0.0,0.0070415458685176326,0.0,0.0,0.0,0.0,0.006992707182285594,0.0070415458685176326,0.0,0.009212365174276572,0.013242475842049115,0.005602727966387564,1.0,0.008616640861141599,0.0,0.0,0.009212365174276572,0.0,0.0,0.005602727966387564,0.16482114129306252,0.0,0.0,0.006992707182285594,0.009212365174276572,0.006992707182285594,0.0070415458685176326,1.0,0.0070415458685176326,1.0,0.0,0.0,0.006992707182285594,0.0,0.009212365174276572,0.006992707182285594,0.0,0.009212365174276572,0.0,0.0070415458685176326,0.009212365174276572,1.0
faculty-computers,0.02122964264382326,0.1657959183258323,0.024461828261430243,0.16273378706776434,0.01127658014663989,1.0,0.014060717038481073,0.0,0.0,0.0,0.16273378706776434,0.01127658014663989,0.0,0.0,0.024754361649752227,0.0,0.18899512238305743,0.1657959183258323,0.024461828261430243,0.010061167462945593,0.02634651197781524,0.028685956467313325,0.010061167462945593,0.029140212262333383,0.01780213706382394,0.16273378706776434,0.01127658014663989,0.02634651197781524,0.01127658014663989,1.0,0.2126175490054787,0.17871265888455767,0.028685956467313325,0.024754361649752227,0.010061167462945593,0.16273378706776434,1.0,0.2126175490054787,0.028685956467313325,0.032267006040480606,0.18899512238305743,0.0,0.01127658014663989,0.0,0.0,0.010061167462945593,0.0,0.18899512238305743,0.0,0.17871265888455767,0.01127658014663989,0.01780213706382394,0.02634651197781524,0.016470014506937206,0.2126175490054787,0.18899512238305743,0.2126175490054787,0.028685956467313325,0.0,0.028685956467313325,0.0,1.0,0.0,0.2126175490054787,0.016470014506937206,0.18899512238305743,0.2126175490054787,0.17871265888455767,0.18899512238305743,0.17871265888455767,0.028685956467313325,0.18899512238305743,0.0
service-slow,0.0191859284556471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19204248064105361,0.0,0.0,0.0,0.0,0.0,0.0,0.19204248064105361,0.0,0.0,0.007817342670608837,0.01225208319060681,0.0,0.0,0.0,0.0,0.0,0.007817342670608837,0.0,0.02021434663094222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01225208319060681,0.0,0.0,0.19204248064105361,0.0,0.007817342670608837,0.0,0.007817342670608837,0.0,0.0,0.0,0.0,0.0,1.0,0.007817342670608837,0.0,0.0,0.007817342670608837,0.01225208319060681,0.0,0.01225208319060681,0.0,0.0,0.0
training-slow,0.05131004452957177,0.1500832307155081,0.16008422403572078,0.02117546089826923,0.005342233161153266,0.2126175490054787,0.0,0.0,0.0,0.0,0.02117546089826923,0.005342233161153266,0.0,0.0,0.008563921764415179,0.0,0.018071476837995357,0.1500832307155081,0.16008422403572078,0.031763543491705834,0.15352205083185133,0.21066049819799074,0.031763543491705834,0.012098756096741551,0.0,0.02117546089826923,0.005342233161153266,0.15352205083185133,0.005342233161153266,0.2126175490054787,1.0,0.1790073418989598,0.21066049819799074,0.008563921764415179,0.031763543491705834,0.02117546089826923,0.2126175490054787,1.0,0.21066049819799074,0.13959613746204488,0.018071476837995357,0.0,0.005342233161153266,0.006992707182285594,0.0,0.031763543491705834,0.0,0.018071476837995357,0.007817342670608837,0.1790073418989598,0.005342233161153266,0.0,0.15352205083185133,0.00934891953870721,1.0,0.018071476837995357,1.0,0.21066049819799074,0.006992707182285594,0.21066049819799074,0.006992707182285594,0.2126175490054787,0.007817342670608837,1.0,0.00934891953870721,0.018071476837995357,1.0,0.1790073418989598,0.018071476837995357,0.1790073418989598,0.21066049819799074,0.018071476837995357,0.006992707182285594
helpful-classes,0.0,0.0,0.0,0.0,0.1265631149838531,0.016470014506937206,0.01605023862879051,0.012118661563124349,0.0,0.023218093759427152,0.0,0.1265631149838531,0.012118661563124349,0.0,0.017056212935893843,0.023218093759427152,0.1454696980451225,0.0,0.0,0.0,0.02183048787770801,0.0,0.0,0.06731318244662038,0.01779289654914873,0.0,0.1265631149838531,0.02183048787770801,0.1265631149838531,0.016470014506937206,0.00934891953870721,0.0,0.0,0.017056212935893843,0.0,0.0,0.016470014506937206,0.00934891953870721,0.0,0.25688229275302216,0.1454696980451225,0.0,0.1265631149838531,0.0,0.023218093759427152,0.0,0.0,0.1454696980451225,0.0,0.0,0.1265631149838531,0.01779289654914873,0.02183048787770801,1.0,0.00934891953870721,0.1454696980451225,0.00934891953870721,0.0,0.0,0.0,0.0,0.016470014506937206,0.0,0.00934891953870721,1.0,0.1454696980451225,0.00934891953870721,0.0,0.1454696980451225,0.0,0.0,0.1454696980451225,0.0
assistance-helpful,0.0,0.01743461165051976,0.0,0.011185666645138414,0.00537569845563834,0.18899512238305743,0.11858296381222579,0.00617849735269249,0.007601820370334544,0.014370848957388337,0.011185666645138414,0.00537569845563834,0.00617849735269249,0.007601820370334544,0.13056792191366398,0.014370848957388337,1.0,0.01743461165051976,0.0,0.0,0.009274169210448567,0.0,0.0,0.2522815844197302,0.16977674648226035,0.011185666645138414,0.00537569845563834,0.009274169210448567,0.00537569845563834,0.18899512238305743,0.018071476837995357,0.011020731144454848,0.0,0.13056792191366398,0.0,0.011185666645138414,0.18899512238305743,0.018071476837995357,0.0,0.16509403711259935,1.0,0.007601820370334544,0.00537569845563834,0.009212365174276572,0.014370848957388337,0.0,0.00774792287686649,1.0,0.0,0.011020731144454848,0.00537569845563834,0.16977674648226035,0.009274169210448567,0.1454696980451225,0.018071476837995357,1.0,0.018071476837995357,0.0,0.009212365174276572,0.0,0.009212365174276572,0.18899512238305743,0.0,0.018071476837995357,0.1454696980451225,1.0,0.018071476837995357,0.011020731144454848,1.0,0.011020731144454848,0.0,1.0,0.009212365174276572
training-faculty,0.05131004452957177,0.1500832307155081,0.16008422403572078,0.02117546089826923,0.005342233161153266,0.2126175490054787,0.0,0.0,0.0,0.0,0.02117546089826923,0.005342233161153266,0.0,0.0,0.008563921764415179,0.0,0.018071476837995357,0.1500832307155081,0.16008422403572078,0.031763543491705834,0.15352205083185133,0.21066049819799074,0.031763543491705834,0.012098756096741551,0.0,0.02117546089826923,0.005342233161153266,0.15352205083185133,0.005342233161153266,0.2126175490054787,1.0,0.1790073418989598,0.21066049819799074,0.008563921764415179,0.031763543491705834,0.02117546089826923,0.2126175490054787,1.0,0.21066049819799074,0.13959613746204488,0.018071476837995357,0.0,0.005342233161153266,0.006992707182285594,0.0,0.031763543491705834,0.0,0.018071476837995357,0.007817342670608837,0.1790073418989598,0.005342233161153266,0.0,0.15352205083185133,0.00934891953870721,1.0,0.018071476837995357,1.0,0.21066049819799074,0.006992707182285594,0.21066049819799074,0.006992707182285594,0.2126175490054787,0.007817342670608837,1.0,0.00934891953870721,0.018071476837995357,1.0,0.1790073418989598,0.018071476837995357,0.1790073418989598,0.21066049819799074,0.018071476837995357,0.006992707182285594
services-faculty,0.0,0.02705896308246545,0.017086559976917135,0.01201798013293738,0.015443417816255554,0.17871265888455767,0.0,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.02705896308246545,0.017086559976917135,0.0,0.04966752637779591,0.032324661503903326,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.04966752637779591,0.015443417816255554,0.17871265888455767,0.1790073418989598,1.0,0.032324661503903326,0.0,0.0,0.01201798013293738,0.17871265888455767,0.1790073418989598,0.032324661503903326,0.016507668327226444,0.011020731144454848,0.0,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.01225208319060681,1.0,0.015443417816255554,0.0,0.04966752637779591,0.0,0.1790073418989598,0.011020731144454848,0.1790073418989598,0.032324661503903326,0.0,0.032324661503903326,0.0,0.17871265888455767,0.01225208319060681,0.1790073418989598,0.0,0.011020731144454848,0.1790073418989598,1.0,0.011020731144454848,1.0,0.032324661503903326,0.011020731144454848,0.0
assistance-faculty,0.0,0.01743461165051976,0.0,0.011185666645138414,0.00537569845563834,0.18899512238305743,0.11858296381222579,0.00617849735269249,0.007601820370334544,0.014370848957388337,0.011185666645138414,0.00537569845563834,0.00617849735269249,0.007601820370334544,0.13056792191366398,0.014370848957388337,1.0,0.01743461165051976,0.0,0.0,0.009274169210448567,0.0,0.0,0.2522815844197302,0.16977674648226035,0.011185666645138414,0.00537569845563834,0.009274169210448567,0.00537569845563834,0.18899512238305743,0.018071476837995357,0.011020731144454848,0.0,0.13056792191366398,0.0,0.011185666645138414,0.18899512238305743,0.018071476837995357,0.0,0.16509403711259935,1.0,0.007601820370334544,0.00537569845563834,0.009212365174276572,0.014370848957388337,0.0,0.00774792287686649,1.0,0.0,0.011020731144454848,0.00537569845563834,0.16977674648226035,0.009274169210448567,0.1454696980451225,0.018071476837995357,1.0,0.018071476837995357,0.0,0.009212365174276572,0.0,0.009212365174276572,0.18899512238305743,0.0,0.018071476837995357,0.1454696980451225,1.0,0.018071476837995357,0.011020731144454848,1.0,0.011020731144454848,0.0,1.0,0.009212365174276572
services-training,0.0,0.02705896308246545,0.017086559976917135,0.01201798013293738,0.015443417816255554,0.17871265888455767,0.0,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.02705896308246545,0.017086559976917135,0.0,0.04966752637779591,0.032324661503903326,0.0,0.0,0.0,0.01201798013293738,0.015443417816255554,0.04966752637779591,0.015443417816255554,0.17871265888455767,0.1790073418989598,1.0,0.032324661503903326,0.0,0.0,0.01201798013293738,0.17871265888455767,0.1790073418989598,0.032324661503903326,0.016507668327226444,0.011020731144454848,0.0,0.015443417816255554,0.0,0.0,0.0,0.0,0.011020731144454848,0.01225208319060681,1.0,0.015443417816255554,0.0,0.04966752637779591,0.0,0.1790073418989598,0.011020731144454848,0.1790073418989598,0.032324661503903326,0.0,0.032324661503903326,0.0,0.17871265888455767,0.01225208319060681,0.1790073418989598,0.0,0.011020731144454848,0.1790073418989598,1.0,0.011020731144454848,1.0,0.032324661503903326,0.011020731144454848,0.0
teaching-training,0.2629007312272451,0.18740702631319658,0.18002795573477676,0.010326898372937252,0.005344212840611508,0.028685956467313325,0.0,0.0,0.020941154151281834,0.0,0.010326898372937252,0.005344212840611508,0.0,0.020941154151281834,0.009182708798483099,0.0,0.0,0.18740702631319658,0.18002795573477676,0.33973506965690675,0.037594641661392675,1.0,0.33973506965690675,0.0,0.0,0.010326898372937252,0.005344212840611508,0.037594641661392675,0.005344212840611508,0.028685956467313325,0.21066049819799074,0.032324661503903326,1.0,0.009182708798483099,0.33973506965690675,0.010326898372937252,0.028685956467313325,0.21066049819799074,1.0,0.015678149456508837,0.0,0.020941154151281834,0.005344212840611508,0.0070415458685176326,0.0,0.33973506965690675,0.0,0.0,0.0,0.032324661503903326,0.005344212840611508,0.0,0.037594641661392675,0.0,0.21066049819799074,0.0,0.21066049819799074,1.0,0.0070415458685176326,1.0,0.0070415458685176326,0.028685956467313325,0.0,0.21066049819799074,0.0,0.0,0.21066049819799074,0.032324661503903326,0.0,0.032324661503903326,1.0,0.0,0.0070415458685176326
assistance-campus,0.0,0.01743461165051976,0.0,0.011185666645138414,0.00537569845563834,0.18899512238305743,0.11858296381222579,0.00617849735269249,0.007601820370334544,0.014370848957388337,0.011185666645138414,0.00537569845563834,0.00617849735269249,0.007601820370334544,0.13056792191366398,0.014370848957388337,1.0,0.01743461165051976,0.0,0.0,0.009274169210448567,0.0,0.0,0.2522815844197302,0.16977674648226035,0.011185666645138414,0.00537569845563834,0.009274169210448567,0.00537569845563834,0.18899512238305743,0.018071476837995357,0.011020731144454848,0.0,0.13056792191366398,0.0,0.011185666645138414,0.18899512238305743,0.018071476837995357,0.0,0.16509403711259935,1.0,0.007601820370334544,0.00537569845563834,0.009212365174276572,0.014370848957388337,0.0,0.00774792287686649,1.0,0.0,0.011020731144454848,0.00537569845563834,0.16977674648226035,0.009274169210448567,0.1454696980451225,0.018071476837995357,1.0,0.018071476837995357,0.0,0.009212365174276572,0.0,0.009212365174276572,0.18899512238305743,0.0,0.018071476837995357,0.1454696980451225,1.0,0.018071476837995357,0.011020731144454848,1.0,0.011020731144454848,0.0,1.0,0.009212365174276572
information-campus,0.016475551032879735,0.0,0.14487007241619315,0.0,0.005602727966387564,0.0,0.009132026764253499,0.13102278976889742,0.013242475842049115,0.008616640861141599,0.0,0.005602727966387564,0.13102278976889742,0.013242475842049115,0.0,0.008616640861141599,0.009212365174276572,0.0,0.14487007241619315,0.0,0.0,0.0070415458685176326,0.0,0.0,0.16482114129306252,0.0,0.005602727966387564,0.0,0.005602727966387564,0.0,0.006992707182285594,0.0,0.0070415458685176326,0.0,0.0,0.0,0.0,0.006992707182285594,0.0070415458685176326,0.0,0.009212365174276572,0.013242475842049115,0.005602727966387564,1.0,0.008616640861141599,0.0,0.0,0.009212365174276572,0.0,0.0,0.005602727966387564,0.16482114129306252,0.0,0.0,0.006992707182285594,0.009212365174276572,0.006992707182285594,0.0070415458685176326,1.0,0.0070415458685176326,1.0,0.0,0.0,0.006992707182285594,0.0,0.009212365174276572,0.006992707182285594,0.0,0.009212365174276572,0.0,0.0070415458685176326,0.009212365174276572,1.0
